N°,TIPO,FECHA,MODALIDAD,DIRECCIÓN,SECTOR,CATEGORIA
199,APOYO A FISCALIZACION,26/10/2018 22:18,,"AV. GALVEZ BARRENECHEA, JOSÉ N° 1084, SAN ISIDRO",5-4,
200,APOYO A FISCALIZACION,24/10/2018 05:55,,"AV. DOS DE MAYO N° 0335 DPTO 07, SAN ISIDRO",3-1,
201,APOYO A FISCALIZACION,24/10/2018 04:19,,"AV. SALAVERRY, GENERAL N° 3190, SAN ISIDRO",2-1,
202,APOYO A FISCALIZACION,21/10/2018 20:17,,"CA. GUANAHANI N° 0194, SAN ISIDRO",3-3,
203,APOYO A FISCALIZACION,21/10/2018 15:02,,"CA. ANCHORENA, JOSÉ DIONISIO, SAN ISIDRO",2-2,
204,APOYO A FISCALIZACION,21/10/2018 02:03,,"AV. SALAVERRY, GENERAL N° 3698, SAN ISIDRO",2-1,
205,APOYO A FISCALIZACION,21/10/2018 00:18,,"CA. VALLE RIESTRA, GRAL FRANCISCO N° 0489, SAN ISIDRO",2-2,
206,APOYO A FISCALIZACION,20/10/2018 23:52,,"MA. BERNALES GARCIA, LUIS N° 0155, SAN ISIDRO",2-1,
207,APOYO A FISCALIZACION,20/10/2018 23:15,,"AV. AREQUIPA N° 3440, SAN ISIDRO",3-3,
208,APOYO A FISCALIZACION,20/10/2018 21:33,,"AV. ALVAREZ CALDERON N° 0265, SAN ISIDRO",2-5,
209,APOYO A FISCALIZACION,20/10/2018 00:59,,"CA. LOS OLIVOS N° 0238 DPTO 601, SAN ISIDRO",3-1,
210,APOYO A FISCALIZACION,20/10/2018 00:27,,"AV. DE RIBERA, NICOLÁS N° 0813 DPTO 201, SAN ISIDRO",1-5,
211,APOYO A FISCALIZACION,20/10/2018 00:23,,"CA. HALCONES N° 0237 DPTO F, SAN ISIDRO",4-4,
212,APOYO A FISCALIZACION,19/10/2018 23:29,,"AV. DOS DE MAYO N° 1259 DPTO 101, SAN ISIDRO",1-2,
213,APOYO A FISCALIZACION,19/10/2018 22:08,,"CA. BLONDET, MAYOR ARMANDO N° 0271, SAN ISIDRO",4-4,
214,APOYO A FISCALIZACION,19/10/2018 00:05,,"CA. LOS NOGALES N° 0444, SAN ISIDRO",1-5,
215,APOYO A FISCALIZACION,18/10/2018 22:12,,"CA. ANGULO RAMIREZ, DR. RICARDO J., SAN ISIDRO",5-2,
216,APOYO A FISCALIZACION,17/10/2018 22:09,,"CA. LAS CASAS N° 0031, SAN ISIDRO",4-1,
217,APOYO A FISCALIZACION,17/10/2018 20:44,,"AV. PRADO ESTE, JAVIER, SAN ISIDRO",5-2,
218,APOYO A FISCALIZACION,17/10/2018 00:01,,"CA. 54 (URB. CORPAC) N° 0109, SAN ISIDRO",5-1,
219,APOYO A FISCALIZACION,16/10/2018 21:41,,"CA. GUANAHANI N° 0100, SAN ISIDRO",3-3,
220,APOYO A FISCALIZACION,16/10/2018 21:01,,"CA. PANCHO FIERRO N° 0194, SAN ISIDRO",3-3,
221,APOYO A FISCALIZACION,16/10/2018 20:51,,"CA. ANGULO RAMIREZ, DR. RICARDO J. N° 0333, SAN ISIDRO",5-2,
222,APOYO A FISCALIZACION,16/10/2018 02:08,,"AV. PRADO ESTE, JAVIER, SAN ISIDRO",4-2,
223,APOYO A FISCALIZACION,15/10/2018 23:40,,"AV. BASADRE GROHMANN, JORGE N° 0356, SAN ISIDRO",3-1,
224,APOYO A FISCALIZACION,14/10/2018 12:21,,"AV. DEL PARQUE NORTE N° 0477 DPTO 201, SAN ISIDRO",5-2,
225,APOYO A FISCALIZACION,13/10/2018 23:40,,"C.HAB RESIDENCIAL SANTA CRUZ BLK M , SAN ISIDRO",2-4,
226,APOYO A FISCALIZACION,13/10/2018 23:09,,"AV. PORTILLO, CORONEL PEDRO, SAN ISIDRO",2-2,
227,APOYO A FISCALIZACION,13/10/2018 22:16,,"AV. BASADRE GROHMANN, JORGE N° 0356, SAN ISIDRO",3-1,
228,APOYO A FISCALIZACION,13/10/2018 17:57,,"AV. DASSO, MIGUEL N° 0185, SAN ISIDRO",2-5,
229,APOYO A FISCALIZACION,13/10/2018 03:18,,"CA. VIRTUD Y UNION N° 0126, SAN ISIDRO",5-3,
230,APOYO A FISCALIZACION,13/10/2018 02:12,,"AV. AV. LARA, GENERAL JACINTO N° 0465 PIS 5, SAN ISIDRO",2-6,
231,APOYO A FISCALIZACION,13/10/2018 02:03,,"CA. LOS LAURELES N° 0332, SAN ISIDRO",1-5,
232,APOYO A FISCALIZACION,13/10/2018 01:38,,"AV. ANGAMOS N° 1630, SAN ISIDRO",2-6,
233,APOYO A FISCALIZACION,13/10/2018 00:01,,"CA. LOS EUCALIPTOS N° 0296 DPTO 1402, SAN ISIDRO",1-1,
234,APOYO A FISCALIZACION,12/10/2018 23:32,,"CA. ANTEQUERA N° 0525, SAN ISIDRO",4-1,
235,APOYO A FISCALIZACION,12/10/2018 22:51,,"AV. PORTILLO, CORONEL PEDRO N° 0104, SAN ISIDRO",2-2,
236,APOYO A FISCALIZACION,12/10/2018 22:30,,"CA. FLORA TRISTAN, SAN ISIDRO",1-3,
237,APOYO A FISCALIZACION,12/10/2018 22:06,,"AV. ALVAREZ CALDERON N° 0568, SAN ISIDRO",2-5,
238,APOYO A FISCALIZACION,12/10/2018 21:19,,"AV. ALVAREZ CALDERON N° 0568, SAN ISIDRO",2-5,
239,APOYO A FISCALIZACION,12/10/2018 03:28,,"AV. CAMINO REAL N° 0456 PIS 1, SAN ISIDRO",3-2,
240,APOYO A FISCALIZACION,12/10/2018 01:23,,"AV. PRADO OESTE, JAVIER N° 0555 DPTO 1402, SAN ISIDRO",3-1,
241,APOYO A FISCALIZACION,12/10/2018 00:26,,"AV. ALVAREZ CALDERON, SAN ISIDRO",2-5,
242,APOYO A FISCALIZACION,11/10/2018 23:34,,"AV. SANCHEZ CARRION, FAUSTINO, SAN ISIDRO",1-3,
243,APOYO A FISCALIZACION,11/10/2018 00:15,,"AV. BASADRE GROHMANN, JORGE N° 0356 PIS 04, SAN ISIDRO",3-1,
244,APOYO A FISCALIZACION,09/10/2018 06:32,,"CA. 24 (URB. CORPAC) N° 0141 DPTO 301, SAN ISIDRO",5-4,
245,APOYO A FISCALIZACION,09/10/2018 01:29,,"CA. ANCHORENA, JOSÉ DIONISIO N° 0062, SAN ISIDRO",2-2,
246,APOYO A FISCALIZACION,08/10/2018 22:29,,"AV. HERNANDEZ, DANIEL N° 0380, SAN ISIDRO",3-1,
247,APOYO A FISCALIZACION,08/10/2018 17:07,,"CA. LOS NARANJOS N° 0305 DPTO 1201, SAN ISIDRO",1-6,
248,APOYO A FISCALIZACION,07/10/2018 03:10,,"AV. BELEN N° 0359, SAN ISIDRO",2-6,
249,APOYO A FISCALIZACION,07/10/2018 02:17,,"AV. EL ROSARIO N° 0350, SAN ISIDRO",1-6,
250,APOYO A FISCALIZACION,07/10/2018 00:34,,"PQ. MIGUEL DAMMERT MUELLE N° 0147 DPTO 501, SAN ISIDRO",1-5,
251,APOYO A FISCALIZACION,07/10/2018 00:08,,"CA. LOS JILGUEROS N° 0185, SAN ISIDRO",5-2,
252,APOYO A FISCALIZACION,06/10/2018 22:36,,"CA. LA TORRE, BALTAZAR N° 1005, SAN ISIDRO",2-2,
253,APOYO A FISCALIZACION,06/10/2018 03:30,,"AV. SALAVERRY, GENERAL N° 3555 DPTO N°502, SAN ISIDRO",2-2,
254,APOYO A FISCALIZACION,06/10/2018 02:44,,"CA. SALAZAR, ALFÉREZ ALFREDO, SAN ISIDRO",2-5,
255,APOYO A FISCALIZACION,04/10/2018 22:50,,"CA. LOS MILANOS N° 0180, SAN ISIDRO",5-2,
256,APOYO A FISCALIZACION,04/10/2018 22:11,,"CA. TUCANES N° 0262 DPTO 203, SAN ISIDRO",4-4,
257,APOYO A FISCALIZACION,04/10/2018 03:58,,"AV. PRADO OESTE, JAVIER, SAN ISIDRO",1-4,
258,APOYO A FISCALIZACION,04/10/2018 00:00,,"C.HAB RESIDENCIAL SANTA CRUZ BLK S 201, SAN ISIDRO",2-4,
259,APOYO A FISCALIZACION,03/10/2018 00:29,,"CA. FERREYROS URMENETA, DR. CARLOS ENRIQUE N° 0566, SAN ISIDRO",5-3,
260,APOYO A FISCALIZACION,02/10/2018 00:30,,"AV. ALVAREZ CALDERON N° 0155, SAN ISIDRO",2-5,
261,APOYO A FISCALIZACION,26/10/2018 12:09,,"CA. MAIMONIDES, MOSHE BEN MAIMON N° 0593, SAN ISIDRO",2-2,
262,APOYO A FISCALIZACION,25/10/2018 20:57,,"PZ. BOLLAR, PADRE CONSTANCIO N° SN PIS 1, SAN ISIDRO",3-2,
263,APOYO A FISCALIZACION,22/10/2018 19:11,,"CA. PEREZ DE TUDELA, MANUEL, SAN ISIDRO",3-3,
264,APOYO A FISCALIZACION,10/10/2018 12:38,,"AV. AV. LARA, GENERAL JACINTO N° 0356, SAN ISIDRO",2-6,
265,APOYO A FISCALIZACION,10/10/2018 01:06,,"AV. GUARDIA CIVIL N° 1109, SAN ISIDRO",5-4,
266,APOYO A FISCALIZACION,12/10/2018 22:09,,"CA. GUANAHANI N° 0151, SAN ISIDRO",3-3,
267,APOYO A FISCALIZACION,01/10/2018 18:01,,"CA. CLEMENTE X N° 0329, SAN ISIDRO",1-3,
268,APOYO A FISCALIZACION,25/10/2018 15:26,,"CA. DELLEPIANI, JUAN N° 0733, SAN ISIDRO",2-7,
269,APOYO A FISCALIZACION,21/10/2018 19:30,,"CA. BLONDET, MAYOR ARMANDO N° 0250, SAN ISIDRO",4-4,
270,APOYO A FISCALIZACION,20/10/2018 08:17,,"CA. LOS LIBERTADORES, SAN ISIDRO",3-2,
271,APOYO A FISCALIZACION,19/10/2018 22:36,,"AV. PASEO PARODI N° 0387 PIS 6-603, SAN ISIDRO",4-1,
272,APOYO A FISCALIZACION,17/10/2018 01:09,,"CA. VALLE RIESTRA, GRAL FRANCISCO N° 0576, SAN ISIDRO",2-2,
273,APOYO A FISCALIZACION,13/10/2018 16:42,,"CA. LOS LIBERTADORES N° 0260, SAN ISIDRO",3-2,
274,APOYO A FISCALIZACION,13/10/2018 01:55,,"CA. VALLE RIESTRA, GRAL FRANCISCO N° 0576, SAN ISIDRO",2-2,
275,APOYO A FISCALIZACION,09/10/2018 09:52,,"CA. LOS CASTAÑOS N° 0530, SAN ISIDRO",1-4,
276,APOYO A PNP,31/10/2018 09:37,,"CA. DE CERVANTES SAAVEDRA, MIGUEL, SAN ISIDRO",2-5,
277,APOYO A PNP,30/10/2018 00:34,,"AV. RIVERA NAVARRETE, RICARDO N° 0450, SAN ISIDRO",4-2,
278,APOYO A PNP,26/10/2018 20:26,,"CA. LA PINTA N° 0150 DPTO 604, SAN ISIDRO",3-3,
279,APOYO A PNP,26/10/2018 15:32,,"CA. SCHREIBER, GERMÁN N° 0160, SAN ISIDRO",4-4,
280,APOYO A PNP,23/10/2018 08:12,,"AV. CANAVAL MOREYRA, ENRIQUE, SAN ISIDRO",4-4,
281,APOYO A PNP,20/10/2018 23:15,,"AV. ARAMBURU, ANDRÉS, SAN ISIDRO",4-3,
282,APOYO A PNP,19/10/2018 08:07,,"AV. PRADO OESTE, JAVIER N° 1351, SAN ISIDRO",1-5,
283,APOYO A PNP,17/10/2018 02:04,,"AV. PRADO OESTE, JAVIER DPTO 203, SAN ISIDRO",1-6,
284,APOYO A PNP,12/10/2018 23:08,,"AV. PORTILLO, CORONEL PEDRO N° 0104 PIS 3, SAN ISIDRO",2-2,
285,APOYO A PNP,10/10/2018 17:49,,"AV. ALAYZA Y PAZ SOLDAN, FRANCISCO, SAN ISIDRO",2-6,
286,APOYO A PNP,07/10/2018 20:49,,"COSTA VERDE N° SN, SAN ISIDRO",2-7,
287,APOYO A PNP,04/10/2018 22:08,,"AV. PETIT THOUARS N° 3581, SAN ISIDRO",4-3,
288,APOYO A PNP,01/10/2018 02:45,,"CA. ODRIOZOLA, CORONEL N° 0320, SAN ISIDRO",4-3,
289,APOYO A PNP,31/10/2018 07:57,,"CA. BARCELONA, SAN ISIDRO",1-1,
290,APOYO A PNP,26/10/2018 13:41,,"CA. SCHREIBER, GERMÁN N° 0175, SAN ISIDRO",4-4,
291,APOYO A PNP,31/10/2018 23:38,,"CA. ASPILLAGA, ANTERO, SAN ISIDRO",3-3,
292,APOYO A PNP,31/10/2018 23:30,,"CA. MERINO REYNA, AMADOR N° 0575, SAN ISIDRO",4-2,
293,APOYO A PNP,31/10/2018 23:15,,"CA. PERDICES N° 0165 DPTO 201, SAN ISIDRO",4-4,
294,APOYO A PNP,31/10/2018 22:49,,"CA. LAS FLORES, SAN ISIDRO",1-1,
295,APOYO A PNP,31/10/2018 22:17,,"AV. CAMINO REAL N° 0931 DPTO 1602, SAN ISIDRO",3-2,
296,APOYO A PNP,31/10/2018 22:14,,"CA. LAS FLORES N° 0384 DPTO 602, SAN ISIDRO",1-5,
297,APOYO A PNP,31/10/2018 21:56,,"CA. LOS LIBERTADORES, SAN ISIDRO",3-3,
298,APOYO A PNP,31/10/2018 21:35,,"CA. MAURTUA, VICTOR A., SAN ISIDRO",2-6,
299,APOYO A PNP,31/10/2018 21:16,,"CA. LOS SAUCES N° 0377, SAN ISIDRO",3-1,
300,APOYO A PNP,31/10/2018 21:07,,"AV. AV. LARA, GENERAL JACINTO N° 0450, SAN ISIDRO",2-6,
301,APOYO A PNP,31/10/2018 20:57,,"PQ. PARQUE BENEMERITA GUARDIA CIVIL N° SN, SAN ISIDRO",2-7,
302,APOYO A PNP,31/10/2018 20:55,,"C.HAB RESIDENCIAL SANTA CRUZ BLK S T U , SAN ISIDRO",2-4,
303,APOYO A PNP,31/10/2018 20:47,,"AV. DE ARONA, JUAN N° 0755, SAN ISIDRO",4-2,
304,APOYO A PNP,31/10/2018 20:01,,"CA. COCHRANE, ALMIRANTE LORD, SAN ISIDRO",2-5,
305,APOYO A PNP,31/10/2018 19:40,,"AV. DOS DE MAYO N° 0430, SAN ISIDRO",3-1,
306,APOYO A PNP,31/10/2018 19:23,,"CA. VALLE RIESTRA, GRAL FRANCISCO N° 0621, SAN ISIDRO",2-2,
307,APOYO A PNP,31/10/2018 19:05,,"CA. LOS OLIVOS PIS N°03, SAN ISIDRO",3-1,
308,APOYO A PNP,31/10/2018 18:58,,"AV. PEZET, GENERAL JUAN ANTONIO, SAN ISIDRO",2-2,
309,APOYO A PNP,31/10/2018 18:42,,"PQ. PARQUE LAS OROPENDOLAS N° SN, SAN ISIDRO",5-1,
310,APOYO A PNP,31/10/2018 18:32,,"CA. CERDEÑA, MARISCAL BLAS N° 0379, SAN ISIDRO",2-6,
311,APOYO A PNP,31/10/2018 18:19,,"CA. LOS LIBERTADORES N° 0105, SAN ISIDRO",3-2,
312,APOYO A PNP,31/10/2018 18:03,,"PQ. PARQUE COMBATE DE ABTAO N° SN, SAN ISIDRO",4-2,
313,APOYO A PNP,31/10/2018 17:46,,"PQ. TNTE ENRIQUE PALACIOS N° 0153, SAN ISIDRO",5-4,
314,APOYO A PNP,31/10/2018 17:27,,"AV. PETIT THOUARS N° 3865, SAN ISIDRO",4-3,
315,APOYO A PNP,31/10/2018 17:04,,"CA. CHOQUEHUANCA, SAN ISIDRO",3-3,
316,APOYO A PNP,31/10/2018 16:17,,"C.HAB RESIDENCIAL SANTA CRUZ BLK S-T , SAN ISIDRO",2-4,
317,APOYO A PNP,31/10/2018 16:00,,"CA. TOLEDO, VIRREY, SAN ISIDRO",4-1,
318,APOYO A PNP,31/10/2018 15:45,,"AV. BELEN, SAN ISIDRO",2-3,
319,APOYO A PNP,31/10/2018 15:37,,"AV. RIVERA NAVARRETE, RICARDO N° 0600, SAN ISIDRO",4-2,
320,APOYO A PNP,31/10/2018 15:28,,"CA. A (URB. ORRANTIA DEL MAR - V ZONA) N° 0250, SAN ISIDRO",2-7,
321,APOYO A PNP,31/10/2018 15:01,,"CA. ALDANA, LUIS N° 0185, SAN ISIDRO",5-3,
322,APOYO A PNP,31/10/2018 15:00,,"CA. LAS CAMELIAS N° 0735 DPTO 401, SAN ISIDRO",4-2,
323,APOYO A PNP,31/10/2018 14:29,,"AV. PETIT THOUARS N° 3903, SAN ISIDRO",4-3,
324,APOYO A PNP,31/10/2018 14:07,,"CA. TUCANES N° 0295, SAN ISIDRO",4-4,
325,APOYO A PNP,31/10/2018 13:43,,,,
326,APOYO A PNP,31/10/2018 13:27,,"AV. PRADO ESTE, JAVIER, SAN ISIDRO",5-3,
327,APOYO A PNP,31/10/2018 12:17,,"AV. MIRO QUESADA, AURELIO, SAN ISIDRO",1-6,
328,APOYO A PNP,31/10/2018 12:03,,"AV. PRADO ESTE, JAVIER N° 0318, SAN ISIDRO",4-1,
329,APOYO A PNP,31/10/2018 10:55,,"CA. DE CERVANTES SAAVEDRA, MIGUEL, SAN ISIDRO",2-5,
330,APOYO A PNP,31/10/2018 10:38,,"AV. DOS DE MAYO N° 1636, SAN ISIDRO",1-1,
331,APOYO A PNP,31/10/2018 09:59,,"CA. LAS CAMELIAS N° 0492, SAN ISIDRO",4-1,
332,APOYO A PNP,31/10/2018 09:45,,"AV. AREQUIPA, SAN ISIDRO",3-3,
333,APOYO A PNP,31/10/2018 09:33,,"AV. PRADO ESTE, JAVIER N° 0492, SAN ISIDRO",4-2,
334,APOYO A PNP,31/10/2018 09:06,,"CA. ABASCAL, VIRREY, SAN ISIDRO",4-1,
335,APOYO A PNP,31/10/2018 08:16,,"CA. SALAZAR, ALFÉREZ ALFREDO, SAN ISIDRO",2-6,
336,APOYO A PNP,31/10/2018 06:04,,"AV. PORTILLO, CORONEL PEDRO N° 0560, SAN ISIDRO",2-2,
337,APOYO A PNP,31/10/2018 05:52,,"AV. DEL PARQUE NORTE N° 0695, SAN ISIDRO",5-3,
338,APOYO A PNP,31/10/2018 03:51,,"AV. ANGAMOS, SAN ISIDRO",2-6,
339,APOYO A PNP,31/10/2018 01:43,,"CA. CHINCHON N° 0866, SAN ISIDRO",4-2,
340,APOYO A PNP,30/10/2018 23:34,,"AV. DEL CAMPO, ALBERTO N° 0424, SAN ISIDRO",1-3,
341,APOYO A PNP,30/10/2018 23:20,,"AV. AV. LARA, GENERAL JACINTO N° 0493, SAN ISIDRO",2-6,
342,APOYO A PNP,30/10/2018 23:08,,"C.HAB RESIDENCIAL SANTA CRUZ BLK U , SAN ISIDRO",2-4,
343,APOYO A PNP,30/10/2018 22:47,,"CA. LOS SAUCES N° 0395, SAN ISIDRO",3-1,
344,APOYO A PNP,30/10/2018 22:47,,"AV. DASSO, MIGUEL N° 0139, SAN ISIDRO",2-5,
345,APOYO A PNP,30/10/2018 22:25,,"AV. DASSO, MIGUEL N° 0116, SAN ISIDRO",2-5,
346,APOYO A PNP,30/10/2018 22:09,,"CA. ULLOA, ALBERTO N° 0103, SAN ISIDRO",2-5,
347,APOYO A PNP,30/10/2018 22:06,,"CA. LOS NOGALES N° 0319, SAN ISIDRO",1-5,
348,APOYO A PNP,30/10/2018 21:55,,"AV. CANAVAL MOREYRA, ENRIQUE N° 0618, SAN ISIDRO",5-1,
349,APOYO A PNP,30/10/2018 20:28,,"AV. SALAVERRY, GENERAL, SAN ISIDRO",1-1,
350,APOYO A PNP,30/10/2018 19:24,,"CA. DE CERVANTES SAAVEDRA, MIGUEL N° 0110, SAN ISIDRO",2-5,
351,APOYO A PNP,30/10/2018 17:58,,"AV. PRADO ESTE, JAVIER N° SN, SAN ISIDRO",5-3,
352,APOYO A PNP,30/10/2018 17:03,,"AV. PEZET, GENERAL JUAN ANTONIO, SAN ISIDRO",2-5,
353,APOYO A PNP,30/10/2018 16:53,,"CA. TOLEDO, VIRREY, SAN ISIDRO",4-1,
354,APOYO A PNP,30/10/2018 16:49,,"AV. PRADO ESTE, JAVIER N° 0318, SAN ISIDRO",4-1,
355,APOYO A PNP,30/10/2018 16:44,,"CA. OLAVIDE, SAN ISIDRO",4-1,
356,APOYO A PNP,30/10/2018 16:00,,"CA. GARCIA, GODOFREDO N° 0155, SAN ISIDRO",2-2,
357,APOYO A PNP,30/10/2018 15:41,,"PQ. PARQUE COMBATE DE ABTAO N° SN, SAN ISIDRO",4-2,
358,APOYO A PNP,30/10/2018 15:36,,"CA. LAS PALMERAS, SAN ISIDRO",3-1,
359,APOYO A PNP,30/10/2018 15:32,,"CA. TELLERIA, SEBASTIAN, SAN ISIDRO",4-3,
360,APOYO A PNP,30/10/2018 14:55,,"CA. YEROVI, LEONIDAS, SAN ISIDRO",2-5,
361,APOYO A PNP,30/10/2018 14:53,,"CA. MAURTUA, VICTOR A. N° 0475, SAN ISIDRO",2-6,
362,APOYO A PNP,30/10/2018 14:49,,"CA. ESPARTA, SAN ISIDRO",2-7,
363,APOYO A PNP,30/10/2018 14:40,,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0936, SAN ISIDRO",5-4,
364,APOYO A PNP,30/10/2018 14:40,,"AV. REPUBLICA, PASEO DE LA N° SN, SAN ISIDRO",4-2,
365,APOYO A PNP,30/10/2018 14:32,,"AV. PRADO ESTE, JAVIER N° 0318, SAN ISIDRO",4-1,
366,APOYO A PNP,30/10/2018 12:07,,"C.HAB RESIDENCIAL SANTA CRUZ BLK L-208 , SAN ISIDRO",2-4,
367,APOYO A PNP,30/10/2018 11:43,,"AV. BASADRE GROHMANN, JORGE N° SN, SAN ISIDRO",3-1,
368,APOYO A PNP,30/10/2018 11:11,,"CA. HALCONES N° 0249, SAN ISIDRO",4-4,
369,APOYO A PNP,30/10/2018 10:51,,"AV. SANTA CRUZ N° 0272, SAN ISIDRO",3-3,
370,APOYO A PNP,30/10/2018 10:45,,"CA. ALCATRACES N° 0174, SAN ISIDRO",4-4,
371,APOYO A PNP,30/10/2018 09:42,,"AV. REPUBLICA DE PANAMA N° 3517, SAN ISIDRO",5-1,
372,APOYO A PNP,30/10/2018 09:33,,"AV. DEL PARQUE NORTE, SAN ISIDRO",5-3,
373,APOYO A PNP,30/10/2018 09:24,,"CA. 32 (URB. CORPAC) N° 0174, SAN ISIDRO",5-4,
374,APOYO A PNP,30/10/2018 09:19,,"CA. CHINCHON N° 1018, SAN ISIDRO",4-2,
375,APOYO A PNP,30/10/2018 09:17,,"CA. MORALES DE LA TORRE, RAYMUNDO, SAN ISIDRO",3-2,
376,APOYO A PNP,30/10/2018 09:08,,"CA. LAS CAMELIAS N° 0891, SAN ISIDRO",4-2,
377,APOYO A PNP,30/10/2018 08:56,,"CA. TELLERIA, SEBASTIAN, SAN ISIDRO",4-3,
378,APOYO A PNP,30/10/2018 08:52,,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0525, SAN ISIDRO",5-3,
379,APOYO A PNP,30/10/2018 08:48,,"CA. ANGULO RAMIREZ, DR. RICARDO J. N° 0302, SAN ISIDRO",5-2,
380,APOYO A PNP,30/10/2018 07:57,,"CA. COCHRANE, ALMIRANTE LORD, SAN ISIDRO",2-5,
381,APOYO A PNP,30/10/2018 07:44,,"CA. FUENTES, MANUEL ATANASIO, SAN ISIDRO",4-3,
382,APOYO A PNP,30/10/2018 07:42,,"CA. OLAVIDE N° 0250, SAN ISIDRO",4-1,
383,APOYO A PNP,30/10/2018 07:40,,"AV. PETIT THOUARS, SAN ISIDRO",4-1,
384,APOYO A PNP,30/10/2018 06:18,,"CA. LAS FLORES N° 0665, SAN ISIDRO",1-5,
385,APOYO A PNP,30/10/2018 06:07,,"AV. PEREZ ARANIBAR, AUGUSTO N° 1670 DPTO 2, SAN ISIDRO",2-2,
386,APOYO A PNP,30/10/2018 03:46,,"AV. PRADO ESTE, JAVIER N° 0402, SAN ISIDRO",4-1,
387,APOYO A PNP,30/10/2018 01:32,,"CA. HERNANDEZ, HERMILIO N° SN, SAN ISIDRO",3-3,
388,APOYO A PNP,30/10/2018 01:26,,"AV. PRADO ESTE, JAVIER, SAN ISIDRO",4-2,
389,APOYO A PNP,30/10/2018 01:09,,"AV. RIVERA NAVARRETE, RICARDO N° 0380, SAN ISIDRO",4-2,
390,APOYO A PNP,30/10/2018 00:42,,"CA. RAMSEY, TOMÁS N° SN, SAN ISIDRO",1-3,
391,APOYO A PNP,29/10/2018 23:41,,"AV. GUARDIA CIVIL N° 0630, SAN ISIDRO",5-3,
392,APOYO A PNP,29/10/2018 23:16,,"AV. SALAVERRY, GENERAL N° 3100, SAN ISIDRO",2-1,
393,APOYO A PNP,29/10/2018 22:36,,"AV. PRADO ESTE, JAVIER, SAN ISIDRO",4-2,
394,APOYO A PNP,29/10/2018 22:05,,"AV. DASSO, MIGUEL N° 0153 PIS 01, SAN ISIDRO",2-5,
395,APOYO A PNP,29/10/2018 21:16,,"CA. FERREYROS URMENETA, DR. CARLOS ENRIQUE N° 0404, SAN ISIDRO",5-3,
396,APOYO A PNP,29/10/2018 21:14,,"CA. 1 OESTE (URB. CORPAC ) N° 0050, SAN ISIDRO",5-2,
397,APOYO A PNP,29/10/2018 21:11,,"CA. 3 SUR (URB. CORPAC) N° 0268, SAN ISIDRO",5-1,
398,APOYO A PNP,29/10/2018 20:17,,"AV. CAMINO REAL N° 1205, SAN ISIDRO",3-2,
399,APOYO A PNP,29/10/2018 20:15,,"AV. PEREZ ARANIBAR, AUGUSTO N° 2128, SAN ISIDRO",2-2,
400,APOYO A PNP,29/10/2018 19:58,,"AV. PRADO OESTE, JAVIER, SAN ISIDRO",1-3,
401,APOYO A PNP,29/10/2018 18:53,,"AV. REPUBLICA, PASEO DE LA, SAN ISIDRO",4-4,
402,APOYO A PNP,29/10/2018 18:15,,"CA. VELARDE, SAMUEL N° 0179, SAN ISIDRO",2-1,
403,APOYO A PNP,29/10/2018 18:14,,"CA. LAS OROPENDOLAS N° 0463, SAN ISIDRO",5-1,
404,APOYO A PNP,29/10/2018 18:13,,"CA. MORALES DE LA TORRE, RAYMUNDO N° 0385, SAN ISIDRO",3-3,
405,APOYO A PNP,29/10/2018 18:11,,"CA. LOS NOGALES N° 0765, SAN ISIDRO",1-5,
406,APOYO A PNP,29/10/2018 18:10,,"AV. SALAVERRY, GENERAL N° 3738, SAN ISIDRO",2-1,
407,APOYO A PNP,29/10/2018 18:09,,"CA. LA REPUBLICA N° 0937, SAN ISIDRO",3-3,
408,APOYO A PNP,29/10/2018 18:07,,"CA. 54 (URB. CORPAC) N° 0124, SAN ISIDRO",5-1,
409,APOYO A PNP,29/10/2018 18:06,,"CA. LAS OROPENDOLAS N° 0311, SAN ISIDRO",5-1,
410,APOYO A PNP,29/10/2018 18:01,,"CA. TUCANES N° 0295, SAN ISIDRO",4-4,
411,APOYO A PNP,29/10/2018 17:33,,"CA. LA FLORIDA N° 0150 INT 501, SAN ISIDRO",4-3,
412,APOYO A PNP,29/10/2018 15:50,,"CA. LA REPUBLICA N° 0937, SAN ISIDRO",3-3,
413,APOYO A PNP,29/10/2018 15:28,,"CA. TELLERIA, SEBASTIAN N° 0110, SAN ISIDRO",4-1,
414,APOYO A PNP,29/10/2018 15:15,,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN N° 0962, SAN ISIDRO",2-1,
415,APOYO A PNP,29/10/2018 14:47,,"PQ. PARQUE BENEMERITA GUARDIA CIVIL N° SN, SAN ISIDRO",2-7,
416,APOYO A PNP,29/10/2018 14:41,,"CA. CANGA RODRIGUEZ, CMDTE. FAP PEDRO R. N° 0108, SAN ISIDRO",2-2,
417,APOYO A PNP,29/10/2018 14:26,,"CA. SALAZAR, ALFÉREZ ALFREDO, SAN ISIDRO",2-5,
418,APOYO A PNP,29/10/2018 14:17,,"CA. FUENTES, MANUEL ATANASIO N° 0020, SAN ISIDRO",4-1,
419,APOYO A PNP,29/10/2018 14:07,,"CA. TORRES MATOS N° 0126, SAN ISIDRO",1-3,
