N°,CASO,DÍA,FECHA,MODALIDAD,MEDIO,DIRECCIÓN
215,00766785,SÁBADO,26/01/2019 18:39,,,"CA. LAS OROPENDOLAS N° 0383, SAN ISIDRO"
216,00766659,SÁBADO,26/01/2019 04:58,,,"AV. GUARDIA CIVIL N° 0254, SAN ISIDRO"
217,00766660,SÁBADO,26/01/2019 04:15,,,"CA. GONZALES DE LA ROSA, MANUEL N° 0630 DPTO 601, SAN ISIDRO"
218,00766526,VIERNES,25/01/2019 17:32,,,"CA. ARENALES, PROLONGACIÓN GENERAL N° 050494, SAN ISIDRO"
219,00766351,VIERNES,25/01/2019 07:49,,,"CA. LAS CASAS N° 0031, SAN ISIDRO"
220,00766342,VIERNES,25/01/2019 06:21,,,"CA. DE CERVANTES SAAVEDRA, MIGUEL N° 0780 DPTO 1602, SAN ISIDRO"
221,00766309,JUEVES,24/01/2019 22:41,,,"CA. LAS CASAS N° 0031, SAN ISIDRO"
222,00766008,MIÉRCOLES,23/01/2019 23:20,,,"CA. COCHRANE, ALMIRANTE LORD, SAN ISIDRO"
223,00765987,MIÉRCOLES,23/01/2019 22:20,,,"PQ. GENERAL LA FUENTE N° SN, SAN ISIDRO"
224,00765814,MIÉRCOLES,23/01/2019 13:00,,,"CA. ELESPURU, JUAN NORBERTO N° 080890, SAN ISIDRO"
225,00765701,MIÉRCOLES,23/01/2019 00:01,,,"CA. 32 (URB. CORPAC) N° 0389, SAN ISIDRO"
226,00765689,MARTES,22/01/2019 22:31,,,"CA. LOS LIBERTADORES N° 0756 DPTO 101, SAN ISIDRO"
227,00765372,LUNES,21/01/2019 18:31,,,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0546, SAN ISIDRO"
228,00765390,LUNES,21/01/2019 18:26,,,"CA. SCHREIBER, GERMÁN N° 090175, SAN ISIDRO"
229,00765178,LUNES,21/01/2019 01:21,,,"CA. FERREYROS URMENETA, DR. CARLOS ENRIQUE N° 1028 DPTO 504, SAN ISIDRO"
230,00765176,LUNES,21/01/2019 00:48,,,"CA. FERREYROS URMENETA, DR. CARLOS ENRIQUE N° 1028, SAN ISIDRO"
231,00765130,DOMINGO,20/01/2019 19:32,,,"CA. 6 (URB. CORPAC) N° 0135 DPTO 302, SAN ISIDRO"
232,00765003,DOMINGO,20/01/2019 00:38,,,"CA. LOS CASTAÑOS N° 0310 DPTO 603, SAN ISIDRO"
233,00764879,SÁBADO,19/01/2019 15:06,,,"CA. ANGULO RAMIREZ, DR. RICARDO J. N° SN, SAN ISIDRO"
234,00764761,SÁBADO,19/01/2019 01:55,,,"CA. 30 (URB. CORPAC) N° 0240, SAN ISIDRO"
235,00764674,VIERNES,18/01/2019 19:53,,,"AV. REPUBLICA DE PANAMA, SAN ISIDRO"
236,00764482,VIERNES,18/01/2019 00:31,,,"CA. HARRIS, PAUL P. N° 0272, SAN ISIDRO"
237,00764227,JUEVES,17/01/2019 00:00,,,"CA. ALCATRACES N° 140190, SAN ISIDRO"
238,00763966,MIÉRCOLES,16/01/2019 06:33,,,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0566 DPTO 3, SAN ISIDRO"
239,00763961,MIÉRCOLES,16/01/2019 01:51,,,"CA. MARCONI, GUILLERMO N° 030244, SAN ISIDRO"
240,00763655,LUNES,14/01/2019 22:42,,,"CA. LOS LIBERTADORES, SAN ISIDRO"
241,00763269,DOMINGO,13/01/2019 05:10,,,"CA. ANGULO RAMIREZ, DR. RICARDO J., SAN ISIDRO"
242,00763266,DOMINGO,13/01/2019 04:52,,,"CA. TORRES MATOS N° 0160 DPTO 7, SAN ISIDRO"
243,00763256,DOMINGO,13/01/2019 03:18,,,"AV. PEZET, GENERAL JUAN ANTONIO N° 1575, SAN ISIDRO"
244,00763250,DOMINGO,13/01/2019 02:53,,,"C.HAB RESIDENCIAL SANTA CRUZ BLK E-205 , SAN ISIDRO"
245,00763249,DOMINGO,13/01/2019 02:52,,,"CA. LOS OLIVOS, SAN ISIDRO"
246,00763245,DOMINGO,13/01/2019 02:38,,,"CA. LA TORRE, BALTAZAR N° 060640, SAN ISIDRO"
247,00763238,DOMINGO,13/01/2019 02:10,,,"AV. DOS DE MAYO N° 1875 DPTO 404, SAN ISIDRO"
248,00763222,DOMINGO,13/01/2019 00:44,,,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0214 DPTO 504, SAN ISIDRO"
249,00763217,DOMINGO,13/01/2019 00:28,,,"AV. CARRIQUIRY MAURER, PABLO N° 0385 DPTO 402, SAN ISIDRO"
250,00763194,SÁBADO,12/01/2019 22:56,,,"CA. 1 (URB. ORRANTIA DEL MAR-ZONA V) N° 050178 DPTO 301, SAN ISIDRO"
251,00763180,SÁBADO,12/01/2019 22:05,,,"CA. ALZAMORA - OESTE, LIZARDO N° 0275, SAN ISIDRO"
252,00763118,SÁBADO,12/01/2019 16:48,,,"AV. DOS DE MAYO N° 010810 DPTO 902, SAN ISIDRO"
253,00763059,SÁBADO,12/01/2019 13:32,,,"AV. EL ROSARIO N° 0167 DPTO 601, SAN ISIDRO"
254,00762949,SÁBADO,12/01/2019 03:18,,,"CA. MERINO REYNA, AMADOR N° 0160 INT B, SAN ISIDRO"
255,00762948,SÁBADO,12/01/2019 01:49,,,"CA. BLONDET, MAYOR ARMANDO, SAN ISIDRO"
256,00762919,VIERNES,11/01/2019 23:37,,,"CA. SANTOS MATEO, ALFÉREZ MARIANO N° 0161, SAN ISIDRO"
257,00762649,VIERNES,11/01/2019 02:51,,,"AV. SALAVERRY, GENERAL N° 3555, SAN ISIDRO"
258,00762625,JUEVES,10/01/2019 23:59,,,"CA. DE CERVANTES SAAVEDRA, MIGUEL N° 0780 DPTO 012, SAN ISIDRO"
259,00762565,JUEVES,10/01/2019 20:52,,,"CA. ALOMIA ROBLES, DANIEL N° 0120, SAN ISIDRO"
260,00762184,MIÉRCOLES,09/01/2019 12:33,,,"AV. SANCHEZ CARRION, FAUSTINO N° 0405, SAN ISIDRO"
261,00762097,MIÉRCOLES,09/01/2019 04:30,,,"CA. CHINCHON, SAN ISIDRO"
262,00762087,MIÉRCOLES,09/01/2019 00:54,,,"CA. ANTEQUERA N° 0844, SAN ISIDRO"
263,00762085,MIÉRCOLES,09/01/2019 00:20,,,"CA. MONTEAGUDO, BERNARDO, SAN ISIDRO"
264,00761779,LUNES,07/01/2019 22:40,,,"CA. CONCHA, CARLOS N° 0362, SAN ISIDRO"
265,00761371,DOMINGO,06/01/2019 09:58,,,"CA. SALAZAR, ALFÉREZ ALFREDO N° 0694, SAN ISIDRO"
266,00761366,DOMINGO,06/01/2019 09:22,,,"AV. ARAMBURU, ANDRÉS N° 0205, SAN ISIDRO"
267,00761353,DOMINGO,06/01/2019 04:12,,,"CA. FERREYROS URMENETA, DR. CARLOS ENRIQUE N° 0918 DPTO 302, SAN ISIDRO"
268,00761321,DOMINGO,06/01/2019 00:42,,,"CA. DE LA TORRE GONZALES, AGUSTÍN N° 0240, SAN ISIDRO"
269,00761133,SÁBADO,05/01/2019 07:04,,,"CA. LAS CASTAÑITAS, SAN ISIDRO"
270,00761119,SÁBADO,05/01/2019 01:51,,,"AV. SALAVERRY, GENERAL N° 3051, SAN ISIDRO"
271,00761115,SÁBADO,05/01/2019 00:57,,,"AV. DEL PARQUE NORTE N° 0777, SAN ISIDRO"
272,00761109,SÁBADO,05/01/2019 00:01,,,"AV. PETIT THOUARS N° 3828 DPTO 3, SAN ISIDRO"
273,00760817,JUEVES,03/01/2019 22:37,,,"C.HAB RESIDENCIAL SANTA CRUZ BLK N 105, SAN ISIDRO"
274,00760404,MIÉRCOLES,02/01/2019 10:30,,,"CA. VALLE RIESTRA, GRAL FRANCISCO N° 0981, SAN ISIDRO"
275,00760402,MIÉRCOLES,02/01/2019 10:13,,,"AV. PRADO ESTE, JAVIER, SAN ISIDRO"
276,00760236,MARTES,01/01/2019 04:38,,,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0382, SAN ISIDRO"
277,00760232,MARTES,01/01/2019 04:13,,,"AV. CARRIQUIRY MAURER, PABLO N° 0390, SAN ISIDRO"
278,00760217,MARTES,01/01/2019 01:44,,,"CA. LOS EUCALIPTOS N° 130355, SAN ISIDRO"
279,00766550,VIERNES,25/01/2019 18:53,,,"AV. LOS CONQUISTADORES N° 050310, SAN ISIDRO"
280,00764287,JUEVES,17/01/2019 10:21,,,"AV. PETIT THOUARS N° 253951, SAN ISIDRO"
281,00768153,JUEVES,31/01/2019 22:34,,,"AV. PEZET, GENERAL JUAN ANTONIO, SAN ISIDRO"
282,00766664,SÁBADO,26/01/2019 07:19,,,"CA. LOS LAURELES N° 0307, SAN ISIDRO"
283,00764814,SÁBADO,19/01/2019 11:07,,,"AV. PRADO ESTE, JAVIER, SAN ISIDRO"
284,00764510,VIERNES,18/01/2019 08:55,,,"AV. CAMINO REAL, SAN ISIDRO"
285,00763897,MARTES,15/01/2019 18:27,,,"CA. VALMORE RONCALLA, DR. CAYETANO, SAN ISIDRO"
286,00763746,MARTES,15/01/2019 11:25,,,"CA. ROMA, SAN ISIDRO"
287,00763575,LUNES,14/01/2019 17:23,,,"AV. PRADO ESTE, JAVIER, SAN ISIDRO"
288,00762923,VIERNES,11/01/2019 23:46,,,"AV. PETIT THOUARS, SAN ISIDRO"
289,00762409,JUEVES,10/01/2019 10:34,,,"CA. HALCONES N° 0372, SAN ISIDRO"
290,00761176,SÁBADO,05/01/2019 10:57,,,"AV. LOS CONQUISTADORES N° 1196, SAN ISIDRO"
291,00760492,MIÉRCOLES,02/01/2019 17:09,,,"AV. PASEO PARODI, SAN ISIDRO"
292,00763510,LUNES,14/01/2019 13:49,,,"CA. CONCHA, CARLOS N° 0330, SAN ISIDRO"
293,00760514,MIÉRCOLES,02/01/2019 18:30,,,"AV. PETIT THOUARS N° 3610 INT 3A, SAN ISIDRO"
294,00767715,MIÉRCOLES,30/01/2019 14:20,,,"AV. REPUBLICA DE PANAMA, SAN ISIDRO"
295,00764675,VIERNES,18/01/2019 19:53,,,"CA. 33 (URB. CORPAC) N° 0101 DPTO 203, SAN ISIDRO"
296,00761608,LUNES,07/01/2019 12:34,,,"CA. VILLARREAL, FEDERICO N° 0236, SAN ISIDRO"
297,00764923,SÁBADO,19/01/2019 18:06,,,"CA. SANTA LUISA N° 0110, SAN ISIDRO"
298,00764787,SÁBADO,19/01/2019 08:37,,,"CA. SALAZAR, ALFÉREZ ALFREDO N° 0661, SAN ISIDRO"
299,00762959,SÁBADO,12/01/2019 07:00,,,"CA. GOLONDRINAS, SAN ISIDRO"
300,00762792,VIERNES,11/01/2019 14:44,,,"AV. DOS DE MAYO N° 1675 DPTO 801, SAN ISIDRO"
301,00764541,VIERNES,18/01/2019 10:58,,,"AV. LOS CONQUISTADORES N° 1158, SAN ISIDRO"
302,00763355,DOMINGO,13/01/2019 16:11,,,"AV. PEZET, GENERAL JUAN ANTONIO N° 1513, SAN ISIDRO"
303,00762361,JUEVES,10/01/2019 00:08,,,"CA. IBIS N° 0145, SAN ISIDRO"
304,00762332,MIÉRCOLES,09/01/2019 21:44,,,"AV. BELEN N° 110495 DPTO 303, SAN ISIDRO"
305,00767529,MARTES,29/01/2019 17:56,,TELÉFONO,"CA. BURGOS N° 010179 BLK G-203, SAN ISIDRO"
306,00767339,LUNES,28/01/2019 23:20,,RADIO,"AV. PETIT THOUARS N° 042866, SAN ISIDRO"
307,00765866,MIÉRCOLES,23/01/2019 14:19,,RADIO,"CA. GIBSON MOLLER, PERCY N° 120384, SAN ISIDRO"
308,00765788,MIÉRCOLES,23/01/2019 10:53,,RADIO,"CA. ODRIOZOLA, CORONEL, SAN ISIDRO"
309,00764863,SÁBADO,19/01/2019 12:29,,RADIO,"AV. REPUBLICA, PASEO DE LA N° 083220, SAN ISIDRO"
310,00764237,JUEVES,17/01/2019 01:49,,TELÉFONO,"CA. 2 (URB. CORPAC) N° SN, SAN ISIDRO"
311,00764203,MIÉRCOLES,16/01/2019 22:46,,TELÉFONO,"AV. PRADO OESTE, JAVIER N° 0970 DPTO 1301, SAN ISIDRO"
312,00763239,DOMINGO,13/01/2019 02:13,,TELÉFONO,"AV. SALAVERRY, GENERAL, SAN ISIDRO"
313,00762541,JUEVES,10/01/2019 19:10,,TELÉFONO,"AV. REPUBLICA DE COLOMBIA N° 0140 DPTO B, SAN ISIDRO"
314,00762083,MIÉRCOLES,09/01/2019 00:18,,TELÉFONO,"CA. ARENALES, PROLONGACIÓN GENERAL N° 0380, SAN ISIDRO"
315,00761826,MARTES,08/01/2019 06:42,,RADIO,"CA. GARCIA, GODOFREDO N° 0173, SAN ISIDRO"
316,00760246,MARTES,01/01/2019 06:57,,TELÉFONO,"CA. LOS LAURELES N° 130265 DPTO 202 B, SAN ISIDRO"
317,00760244,MARTES,01/01/2019 06:20,,TELÉFONO,"CA. DE PORRAS, MARTÍN N° 0175 DPTO 202, SAN ISIDRO"
318,00764499,JUEVES,17/01/2019 23:28,,RADIO,"CA. TOLEDO, VIRREY N° 110439, SAN ISIDRO"
319,00768172,JUEVES,31/01/2019 23:27,,TELÉFONO,"AV. GUARDIA CIVIL N° 1269, SAN ISIDRO"
320,00768169,JUEVES,31/01/2019 23:21,,TELÉFONO,"AV. MIRO QUESADA, AURELIO N° 040350, SAN ISIDRO"
321,00768168,JUEVES,31/01/2019 23:20,,TELÉFONO,"AV. CAMINO REAL PIS 10, SAN ISIDRO"
322,00768167,JUEVES,31/01/2019 23:11,,TELÉFONO,"C.HAB RESIDENCIAL SANTA CRUZ BLK A , SAN ISIDRO"
323,00768166,JUEVES,31/01/2019 23:07,,TELÉFONO,"CA. LAS PALMERAS N° 010210, SAN ISIDRO"
324,00768164,JUEVES,31/01/2019 23:04,,TELÉFONO,"AV. PETIT THOUARS N° 033560, SAN ISIDRO"
325,00768159,JUEVES,31/01/2019 22:48,,TELÉFONO,"CA. CERDEÑA, MARISCAL BLAS N° 0264 DPTO 501, SAN ISIDRO"
326,00768157,JUEVES,31/01/2019 22:44,,TELÉFONO,"AV. SALAVERRY, GENERAL N° 3180, SAN ISIDRO"
327,00768151,JUEVES,31/01/2019 22:29,,TELÉFONO,"AV. LOS CONQUISTADORES N° 1276, SAN ISIDRO"
328,00768138,JUEVES,31/01/2019 22:05,,TELÉFONO,"CA. 3 NORTE (URB. CORPAC) N° 0146, SAN ISIDRO"
329,00768136,JUEVES,31/01/2019 21:59,,TELÉFONO,"AV. DEL PARQUE SUR N° 0122 DPTO 302, SAN ISIDRO"
330,00768133,JUEVES,31/01/2019 21:52,,TELÉFONO,"AV. MIRO QUESADA, AURELIO N° 220196, SAN ISIDRO"
331,00768122,JUEVES,31/01/2019 20:35,,TELÉFONO,"AV. SALAVERRY, GENERAL, SAN ISIDRO"
332,00768121,JUEVES,31/01/2019 20:18,,TELÉFONO,"AV. PEZET, GENERAL JUAN ANTONIO, SAN ISIDRO"
333,00768117,JUEVES,31/01/2019 20:04,,TELÉFONO,"MA. BERNALES GARCIA, LUIS N° 0175, SAN ISIDRO"
334,00768109,JUEVES,31/01/2019 19:33,,RADIO,"AV. PRESCOTT, GUILLERMO N° 140305, SAN ISIDRO"
335,00768104,JUEVES,31/01/2019 19:02,,RADIO,"CA. GIBSON MOLLER, PERCY N° SN, SAN ISIDRO"
336,00768102,JUEVES,31/01/2019 18:59,,RADIO,"PQ. PARQUE DE ACOSTA JOSE N° SN, SAN ISIDRO"
337,00768100,JUEVES,31/01/2019 18:54,,RADIO,"CA. LOS SAUCES N° SN, SAN ISIDRO"
338,00768099,JUEVES,31/01/2019 18:49,,RADIO,"CA. GUANAHANI N° 020175, SAN ISIDRO"
339,00768096,JUEVES,31/01/2019 18:41,,TELÉFONO,"AV. GUARDIA CIVIL, SAN ISIDRO"
340,00768078,JUEVES,31/01/2019 17:57,,TELÉFONO,"CA. DE LA MONCLOVA, CONDE N° 060141, SAN ISIDRO"
341,00768056,JUEVES,31/01/2019 17:11,,RADIO,"AV. PEZET, GENERAL JUAN ANTONIO N° SN, SAN ISIDRO"
342,00768042,JUEVES,31/01/2019 16:25,,TELÉFONO,"AV. SALAVERRY, GENERAL N° 3198, SAN ISIDRO"
343,00768043,JUEVES,31/01/2019 16:25,,TELÉFONO,"CA. ARENALES, PROLONGACIÓN GENERAL N° 070183, SAN ISIDRO"
344,00768039,JUEVES,31/01/2019 16:14,,TELÉFONO,"CA. GUANAHANI N° 020175, SAN ISIDRO"
345,00768027,JUEVES,31/01/2019 15:41,,TELÉFONO,"AV. SALAVERRY, GENERAL N° 182599, SAN ISIDRO"
346,00767973,JUEVES,31/01/2019 13:55,,TELÉFONO,"AV. DE ALIAGA, JUAN, SAN ISIDRO"
347,00767970,JUEVES,31/01/2019 13:44,,TELÉFONO,"CA. ANCHORENA, JOSÉ DIONISIO N° 0433, SAN ISIDRO"
348,00767959,JUEVES,31/01/2019 13:03,,TELÉFONO,"AV. PRADO ESTE, JAVIER N° 010499, SAN ISIDRO"
349,00767955,JUEVES,31/01/2019 12:53,,TELÉFONO,"AV. PRADO ESTE, JAVIER, SAN ISIDRO"
350,00767956,JUEVES,31/01/2019 12:53,,RADIO,"AV. LOS CONQUISTADORES, SAN ISIDRO"
351,00767953,JUEVES,31/01/2019 12:48,,TELÉFONO,"CA. LAS OROPENDOLAS N° 0399, SAN ISIDRO"
352,00767952,JUEVES,31/01/2019 12:47,,RADIO,"AV. DOS DE MAYO, SAN ISIDRO"
353,00767940,JUEVES,31/01/2019 12:09,,TELÉFONO,"CA. LOS NARANJOS, SAN ISIDRO"
354,00767938,JUEVES,31/01/2019 12:01,,TELÉFONO,"CA. LAS ORQUIDEAS N° 010364, SAN ISIDRO"
355,00767931,JUEVES,31/01/2019 11:36,,TELÉFONO,"CA. LA REPUBLICA N° 0870, SAN ISIDRO"
356,00767928,JUEVES,31/01/2019 11:30,,TELÉFONO,"CA. CHABRIER, TENIENTE ALBERTO RENÉ N° 070146, SAN ISIDRO"
357,00767900,JUEVES,31/01/2019 10:16,,TELÉFONO,"C.HAB RESIDENCIAL SANTA CRUZ BLK L-405 , SAN ISIDRO"
358,00767882,JUEVES,31/01/2019 09:23,,TELÉFONO,"CA. LOS LIBERTADORES N° 060274, SAN ISIDRO"
359,00767929,JUEVES,31/01/2019 08:55,,RADIO,"CA. SCHREIBER, GERMÁN N° 170235, SAN ISIDRO"
360,00767874,JUEVES,31/01/2019 08:41,,TELÉFONO,"CA. VILLARAN, LUIS FELIPE N° 130817, SAN ISIDRO"
361,00767927,JUEVES,31/01/2019 08:38,,RADIO,"AV. PRADO ESTE, JAVIER, SAN ISIDRO"
362,00767865,JUEVES,31/01/2019 07:54,,TELÉFONO,"AV. REPUBLICA DE PANAMA N° 013030, SAN ISIDRO"
363,00767858,JUEVES,31/01/2019 07:01,,TELÉFONO,"CA. LOS NOGALES, SAN ISIDRO"
364,00767857,JUEVES,31/01/2019 06:57,,TELÉFONO,"CA. LOS LAURELES N° 010362 DPTO 302, SAN ISIDRO"
365,00767854,JUEVES,31/01/2019 06:25,,TELÉFONO,"AV. CANEVARO, GRAL CESAR N° 1598, LINCE"
366,00767852,JUEVES,31/01/2019 03:52,,TELÉFONO,"CA. LOS EUCALIPTOS N° 180590, SAN ISIDRO"
367,00767844,JUEVES,31/01/2019 00:52,,TELÉFONO,"AV. PETIT THOUARS, SAN ISIDRO"
368,00767842,JUEVES,31/01/2019 00:40,,TELÉFONO,"AV. PORTILLO, CORONEL PEDRO N° 0110, SAN ISIDRO"
369,00767839,JUEVES,31/01/2019 00:05,,TELÉFONO,"AV. DOS DE MAYO N° 0357 DPTO 2, SAN ISIDRO"
370,00767838,MIÉRCOLES,30/01/2019 23:51,,TELÉFONO,"CA. 33 (URB. CORPAC) N° 0115 INT 201, SAN ISIDRO"
371,00767836,MIÉRCOLES,30/01/2019 23:47,,TELÉFONO,"AV. DOS DE MAYO N° 230357 DPTO 2, SAN ISIDRO"
372,00767834,MIÉRCOLES,30/01/2019 23:37,,TELÉFONO,"CA. BURGOS N° 010179, SAN ISIDRO"
373,00767829,MIÉRCOLES,30/01/2019 23:05,,TELÉFONO,"AV. DOS DE MAYO N° 211259 DPTO 301, SAN ISIDRO"
374,00767784,MIÉRCOLES,30/01/2019 19:00,,TELÉFONO,"AV. PEREZ ARANIBAR, AUGUSTO N° 1676, SAN ISIDRO"
375,00767778,MIÉRCOLES,30/01/2019 18:48,,TELÉFONO,"AV. PRADO OESTE, JAVIER N° 181610, SAN ISIDRO"
376,00767769,MIÉRCOLES,30/01/2019 18:28,,TELÉFONO,"CA. LOS OLIVOS N° 050123 DPTO 302, SAN ISIDRO"
377,00767763,MIÉRCOLES,30/01/2019 18:02,,TELÉFONO,"C.HAB RESIDENCIAL SANTA CRUZ BLK M , SAN ISIDRO"
378,00767755,MIÉRCOLES,30/01/2019 17:29,,TELÉFONO,"CA. ATENAS (URB. COUNTRY CLUB) N° 210179, SAN ISIDRO"
379,00767736,MIÉRCOLES,30/01/2019 16:23,,TELÉFONO,"CA. PORRAS OSORES, CARLOS N° 0370, SAN ISIDRO"
380,00767728,MIÉRCOLES,30/01/2019 16:03,,TELÉFONO,"CA. LAS CASAS N° 080035, SAN ISIDRO"
381,00767758,MIÉRCOLES,30/01/2019 15:28,,RADIO,"AV. DE ARONA, JUAN, SAN ISIDRO"
382,00767721,MIÉRCOLES,30/01/2019 15:15,,TELÉFONO,"CA. LAS CAMELIAS N° SN, SAN ISIDRO"
383,00767720,MIÉRCOLES,30/01/2019 15:14,,TELÉFONO,"C.HAB RESIDENCIAL SANTA CRUZ BLK U-201 , SAN ISIDRO"
384,00767704,MIÉRCOLES,30/01/2019 13:52,,TELÉFONO,"PQ. PARQUE GUATEMALA N° SN, SAN ISIDRO"
385,00767703,MIÉRCOLES,30/01/2019 13:50,,TELÉFONO,"AV. SANCHEZ CARRION, FAUSTINO, SAN ISIDRO"
386,00767687,MIÉRCOLES,30/01/2019 13:03,,TELÉFONO,"CA. CONCHA, CARLOS, SAN ISIDRO"
387,00768208,MIÉRCOLES,30/01/2019 12:54,,RADIO,"AV. MIRO QUESADA, AURELIO, SAN ISIDRO"
388,00767668,MIÉRCOLES,30/01/2019 11:48,,TELÉFONO,"CA. PORRAS OSORES, CARLOS N° 020342, SAN ISIDRO"
389,00767666,MIÉRCOLES,30/01/2019 11:39,,TELÉFONO,"CA. 33 (URB. CORPAC) N° 0101, SAN ISIDRO"
390,00767664,MIÉRCOLES,30/01/2019 11:33,,TELÉFONO,"AV. RIVERA NAVARRETE, RICARDO N° 0600, SAN ISIDRO"
391,00767655,MIÉRCOLES,30/01/2019 10:55,,TELÉFONO,"AV. HERNANDEZ, DANIEL N° 0276, SAN ISIDRO"
392,00767650,MIÉRCOLES,30/01/2019 10:39,,TELÉFONO,"CA. BARCELONA N° 020635 PIS 3, SAN ISIDRO"
393,00767640,MIÉRCOLES,30/01/2019 09:52,,TELÉFONO,"CA. BAÑON, MANUEL, SAN ISIDRO"
394,00767621,MIÉRCOLES,30/01/2019 08:10,,TELÉFONO,"AV. ANGAMOS, SAN ISIDRO"
395,00767618,MIÉRCOLES,30/01/2019 07:58,,TELÉFONO,"PQ. PARQUE BERNALES N° SN, SAN ISIDRO"
396,00767613,MIÉRCOLES,30/01/2019 04:29,,TELÉFONO,"CA. LAS CAMELIAS N° 020636, SAN ISIDRO"
397,00767602,MIÉRCOLES,30/01/2019 00:07,,TELÉFONO,"C.HAB RESIDENCIAL SANTA CRUZ DPTO 408 , SAN ISIDRO"
398,00767597,MARTES,29/01/2019 23:21,,TELÉFONO,"CA. 8 (URB. CORPAC) N° 0127, SAN ISIDRO"
399,00767595,MARTES,29/01/2019 23:08,,TELÉFONO,"CA. VILLARAN, LUIS FELIPE N° 050346, SAN ISIDRO"
400,00767588,MARTES,29/01/2019 22:44,,TELÉFONO,"CA. LAS ORQUIDEAS N° 020460, SAN ISIDRO"
401,00767583,MARTES,29/01/2019 22:08,,TELÉFONO,"CA. CHINCHON N° 140901, SAN ISIDRO"
402,00767582,MARTES,29/01/2019 22:05,,TELÉFONO,"AV. PEREZ ARANIBAR, AUGUSTO, SAN ISIDRO"
403,00767574,MARTES,29/01/2019 21:33,,TELÉFONO,"CA. LA FLORIDA N° 160136 INT 108, SAN ISIDRO"
404,00767567,MARTES,29/01/2019 21:01,,TELÉFONO,"CA. LOS SAUCES N° 070286, SAN ISIDRO"
405,00767566,MARTES,29/01/2019 20:58,,TELÉFONO,"CA. ALCATRACES N° 130174, SAN ISIDRO"
406,00767565,MARTES,29/01/2019 20:56,,TELÉFONO,"CA. ANTEQUERA N° 610866, SAN ISIDRO"
407,00767554,MARTES,29/01/2019 20:16,,TELÉFONO,"AV. PETIT THOUARS N° 3022 DPTO 601, SAN ISIDRO"
408,00767553,MARTES,29/01/2019 20:15,,TELÉFONO,"CA. LA FLORIDA N° 220274, SAN ISIDRO"
409,00767548,MARTES,29/01/2019 19:53,,TELÉFONO,"CA. SALAZAR, ALFÉREZ ALFREDO, SAN ISIDRO"
410,00767539,MARTES,29/01/2019 19:08,,TELÉFONO,"AV. SALAVERRY, GENERAL N° 3560, SAN ISIDRO"
411,00767537,MARTES,29/01/2019 18:53,,TELÉFONO,"CA. FLORA TRISTAN N° 070260, SAN ISIDRO"
412,00767531,MARTES,29/01/2019 18:05,,TELÉFONO,"AV. MIRO QUESADA, AURELIO N° SN, SAN ISIDRO"
413,00767525,MARTES,29/01/2019 17:38,,TELÉFONO,"CA. CHACARILLA N° 170546, SAN ISIDRO"
414,00767505,MARTES,29/01/2019 16:28,,TELÉFONO,"CA. FERREYROS URMENETA, DR. CARLOS ENRIQUE N° 020171, SAN ISIDRO"
415,00767502,MARTES,29/01/2019 16:16,,TELÉFONO,"AV. PRADO ESTE, JAVIER N° 100318, SAN ISIDRO"
416,00767498,MARTES,29/01/2019 16:05,,TELÉFONO,"CA. LOS FICUS N° 240221, SAN ISIDRO"
417,00767487,MARTES,29/01/2019 15:30,,TELÉFONO,"CA. EDISON, TOMÁS N° 010295, SAN ISIDRO"
418,00767475,MARTES,29/01/2019 14:57,,TELÉFONO,"AV. DASSO, MIGUEL N° 0100, SAN ISIDRO"
419,00767462,MARTES,29/01/2019 14:18,,TELÉFONO,"CA. ROAUD Y PAZ SOLDAN, MANUEL N° 230317, SAN ISIDRO"
420,00767437,MARTES,29/01/2019 13:00,,TELÉFONO,"AV. LOS CONQUISTADORES N° 040906, SAN ISIDRO"
421,00767432,MARTES,29/01/2019 12:42,,RADIO,"AV. DE ARONA, JUAN N° 070545, SAN ISIDRO"
422,00767429,MARTES,29/01/2019 12:34,,TELÉFONO,"AV. AREQUIPA N° 093445, SAN ISIDRO"
423,00767422,MARTES,29/01/2019 11:26,,TELÉFONO,"AV. AREQUIPA, SAN ISIDRO"
424,00767419,MARTES,29/01/2019 11:09,,TELÉFONO,"AV. ESPINOSA Y G., CAPITÁN OCTAVIO N° 0123, SAN ISIDRO"
425,00767410,MARTES,29/01/2019 10:45,,TELÉFONO,"CA. ALDANA, LUIS N° 130273, SAN ISIDRO"
426,00767407,MARTES,29/01/2019 10:16,,RADIO,"CA. LOS LAURELES N° 0399, SAN ISIDRO"
427,00767401,MARTES,29/01/2019 09:58,,TELÉFONO,"CA. GORRIONES N° 050140, SAN ISIDRO"
428,00767400,MARTES,29/01/2019 09:57,,TELÉFONO,"CA. LOS MILANOS N° 090500, SAN ISIDRO"
429,00767398,MARTES,29/01/2019 09:50,,TELÉFONO,"AV. PEZET, GENERAL JUAN ANTONIO N° 1543, SAN ISIDRO"
430,00767396,MARTES,29/01/2019 09:39,,TELÉFONO,"AV. DOS DE MAYO N° 1641 DPTO 202, SAN ISIDRO"
